z[m]	p[mb]	tls[K/s]	q[kg/kg/s]	u[m/s]	v[m/s]	w[m/s]
316.653427 -999.000000 -4.632e-06 -1.069e-10 -1.906460 -1.108160 0.005115
545.495058 -999.000000 4.550e-06 -5.289e-09 -4.020220 -0.555036 0.007686
779.355845 -999.000000 1.148e-05 -2.106e-08 -5.410920 -0.208790 0.008839
1017.917209 -999.000000 1.973e-05 -4.902e-08 -6.356220 -0.271182 0.008925
1261.703868 -999.000000 2.723e-05 -7.085e-08 -7.324830 -0.606604 0.008677
1511.218672 -999.000000 2.588e-05 -6.877e-08 -8.127800 -0.906279 0.008483
1766.773954 -999.000000 1.787e-05 -5.532e-08 -8.568920 -0.943985 0.008287
2028.775743 -999.000000 8.682e-06 -4.022e-08 -8.912760 -0.850771 0.007890
2297.533246 -999.000000 -7.605e-07 -2.857e-08 -9.280350 -0.757359 0.007183
2573.452494 -999.000000 -6.324e-06 -2.403e-08 -9.459350 -0.608377 0.006501
2857.151902 -999.000000 -4.875e-06 -3.000e-08 -9.471900 -0.405309 0.006426
3148.834484 -999.000000 -2.906e-06 -3.307e-08 -9.424760 -0.213841 0.007049
3449.112408 -999.000000 -3.747e-06 -1.749e-08 -9.081860 -0.142242 0.007956
3758.707160 -999.000000 -4.279e-06 -4.320e-09 -8.631690 -0.088966 0.008785
4078.224660 -999.000000 -2.491e-06 -1.233e-08 -7.800110 -0.043674 0.009284
4408.489461 -999.000000 -2.449e-06 -1.722e-08 -6.914650 0.033645 0.009080
4750.629079 -999.000000 -9.819e-06 -1.704e-08 -6.086950 0.277106 0.007718
5105.661711 -999.000000 -1.454e-05 -1.629e-08 -5.438700 0.526738 0.005289
5474.614925 -999.000000 -9.718e-06 -1.924e-08 -5.512360 0.663266 0.002552
5858.406974 -999.000000 -3.982e-06 -2.117e-08 -5.735410 0.778506 0.000398
6258.677594 -999.000000 -1.559e-06 -2.484e-08 -5.892210 0.911690 -0.000407
6676.241969 -999.000000 -4.821e-07 -2.704e-08 -5.750580 0.980557 0.000351
7112.945973 -999.000000 -2.219e-06 -1.526e-08 -4.697010 0.827901 0.002181
7570.938443 -999.000000 -2.681e-06 -8.083e-09 -3.488710 0.558838 0.004329
8052.469721 -999.000000 -1.222e-06 -3.068e-09 -2.633240 0.152970 0.006005
8560.097797 -999.000000 -1.038e-07 -3.435e-11 -2.322490 -0.077970 0.006812
9097.303596 -999.000000 -4.254e-07 1.847e-09 -3.062000 0.247239 0.006766
9668.080268 -999.000000 -9.870e-07 3.228e-09 -3.745420 0.817389 0.005610
10277.236145 -999.000000 -2.794e-07 4.955e-10 -3.382150 1.436670 0.002694
10930.805458 -999.000000 5.355e-08 4.225e-10 -2.571480 2.139630 -0.001683
11636.779188 -999.000000 8.073e-07 1.662e-10 -0.527047 1.394770 -0.005638
12405.183154 -999.000000 1.010e-06 6.948e-10 3.495310 -0.930632 -0.007855
13250.751560 -999.000000 6.416e-06 9.435e-11 7.418460 -0.779472 -0.008323
14194.165387 -999.000000 1.556e-05 -6.591e-11 7.697480 2.157840 -0.006473
15271.136537 -999.000000 2.006e-06 -5.124e-12 3.563990 5.029800 -0.002535
16557.812811 -999.000000 -3.483e-07 -4.578e-12 3.033180 6.076960 -0.000000
18204.434680 -999.000000 -0.000e+00 -0.000e+00 3.478560 6.472160 -0.000000
 279.125000,	40.000000,	1010.000000,	day,	nlevels,	pres0
72.930897 -999.000000 -1.327e-05 -5.324e-09 0.611408 -1.157010 0.000000
82.930897 -999.000000 -1.327e-05 -5.324e-09 0.611408 -1.157010 0.000000
92.930897 -999.000000 -1.327e-05 -5.324e-09 0.611408 -1.157010 0.002144
316.656550 -999.000000 -7.724e-06 7.413e-10 -1.672520 -1.136480 0.005133
545.598127 -999.000000 3.753e-06 -5.698e-09 -3.841240 -0.582539 0.007668
779.249652 -999.000000 1.171e-05 -2.233e-08 -5.266170 -0.282108 0.008734
1017.817263 -999.000000 2.042e-05 -5.037e-08 -6.259580 -0.377776 0.008695
1261.497729 -999.000000 2.804e-05 -7.166e-08 -7.329540 -0.640646 0.008340
1511.015657 -999.000000 2.504e-05 -6.491e-08 -8.198370 -0.883148 0.008027
1766.467870 -999.000000 1.617e-05 -5.080e-08 -8.667070 -0.923027 0.007655
2028.366590 -999.000000 5.559e-06 -3.456e-08 -9.022530 -0.853515 0.006991
2297.021024 -999.000000 -5.506e-06 -2.025e-08 -9.391700 -0.786225 0.005924
2572.943395 -999.000000 -1.320e-05 -1.196e-08 -9.590770 -0.666523 0.004770
2856.436664 -999.000000 -1.049e-05 -1.946e-08 -9.646190 -0.444181 0.004096
3148.116123 -999.000000 -7.029e-06 -2.383e-08 -9.639470 -0.220553 0.004036
3448.397171 -999.000000 -6.303e-06 -6.635e-09 -9.303270 -0.067639 0.004322
3757.682715 -999.000000 -5.456e-06 7.661e-09 -8.852210 0.066548 0.004741
4077.100269 -999.000000 -3.294e-06 -4.052e-09 -8.004120 0.149154 0.005132
4407.365071 -999.000000 -3.488e-06 -1.239e-08 -7.094340 0.243256 0.005112
4749.401619 -999.000000 -1.319e-05 -1.392e-08 -6.217690 0.438249 0.004104
5104.228112 -999.000000 -1.978e-05 -1.427e-08 -5.523760 0.627811 0.001977
5472.978312 -999.000000 -1.492e-05 -1.750e-08 -5.586630 0.710888 -0.000786
5856.870306 -999.000000 -8.811e-06 -1.918e-08 -5.812320 0.780558 -0.003378
6256.937912 -999.000000 -5.918e-06 -2.369e-08 -5.991790 0.891557 -0.004854
6674.399217 -999.000000 -4.139e-06 -2.700e-08 -5.869170 0.940172 -0.004775
7111.103222 -999.000000 -5.526e-06 -1.529e-08 -4.805440 0.753336 -0.003436
7568.992623 -999.000000 -5.344e-06 -8.258e-09 -3.566050 0.448283 -0.001586
8050.422393 -999.000000 -2.691e-06 -2.842e-09 -2.645140 0.013737 -0.000167
8558.050469 -999.000000 -8.281e-07 3.062e-10 -2.286310 -0.214684 0.000456
9095.154761 -999.000000 -1.264e-06 2.071e-09 -3.050970 0.183946 0.000584
9665.726856 -999.000000 -1.978e-06 3.248e-09 -3.766260 0.843095 0.000177
10274.778102 -999.000000 3.105e-07 3.810e-10 -3.385150 1.523040 -0.001532
10928.350538 -999.000000 1.636e-06 3.173e-10 -2.544600 2.238620 -0.004777
11634.118130 -999.000000 1.572e-06 1.398e-10 -0.434138 1.394840 -0.008116
12402.623603 -999.000000 4.211e-07 7.089e-10 3.648060 -0.888196 -0.009898
13248.501217 -999.000000 7.840e-06 -1.216e-10 7.462460 -0.453336 -0.009578
14192.221128 -999.000000 1.658e-05 -2.690e-11 7.635380 2.611080 -0.006883
15269.498362 -999.000000 6.820e-07 -6.484e-12 3.496220 5.332150 -0.002574
16556.685297 -999.000000 -1.582e-06 -3.638e-12 2.964850 6.293320 0.000000
18204.331611 -999.000000 -0.000e+00 -0.000e+00 3.334160 6.725900 0.000000
 279.145833,	40.000000,	1010.000000,	day,	nlevels,	pres0
71.906452 -999.000000 -1.524e-05 -4.071e-09 0.723203 -1.155950 0.000000
81.906452 -999.000000 -1.524e-05 -4.071e-09 0.723203 -1.155950 0.000000
91.906452 -999.000000 -1.524e-05 -4.071e-09 0.723203 -1.155950 0.002182
315.628982 -999.000000 -9.749e-06 1.450e-09 -1.463020 -1.150630 0.005216
544.370667 -999.000000 3.560e-06 -5.774e-09 -3.670680 -0.595864 0.007775
778.025315 -999.000000 1.216e-05 -2.217e-08 -5.134400 -0.355113 0.008824
1016.589803 -999.000000 2.108e-05 -4.881e-08 -6.202060 -0.480380 0.008754
1260.373339 -999.000000 2.870e-05 -6.871e-08 -7.385780 -0.670125 0.008343
1509.788197 -999.000000 2.526e-05 -6.029e-08 -8.305530 -0.859047 0.007944
1765.240410 -999.000000 1.740e-05 -4.785e-08 -8.790900 -0.905699 0.007399
2027.036061 -999.000000 6.227e-06 -3.119e-08 -9.162320 -0.869637 0.006484
2295.587426 -999.000000 -5.609e-06 -1.573e-08 -9.518590 -0.829098 0.005132
2571.406728 -999.000000 -1.428e-05 -4.710e-09 -9.716740 -0.731437 0.003639
2854.903120 -999.000000 -1.066e-05 -1.207e-08 -9.778630 -0.514154 0.002476
3146.479510 -999.000000 -6.058e-06 -1.640e-08 -9.778990 -0.282474 0.001786
3446.657488 -999.000000 -3.218e-06 1.873e-09 -9.448890 -0.044315 0.001418
3756.146047 -999.000000 -5.589e-07 1.700e-08 -9.006320 0.181042 0.001269
4075.463656 -999.000000 1.615e-06 2.858e-09 -8.181540 0.325268 0.001288
4405.625388 -999.000000 1.049e-06 -7.868e-09 -7.288060 0.460280 0.001132
4747.661937 -999.000000 -9.982e-06 -1.216e-08 -6.379640 0.618367 0.000191
5102.388484 -999.000000 -1.819e-05 -1.451e-08 -5.644970 0.759441 -0.001785
5471.032491 -999.000000 -1.489e-05 -1.780e-08 -5.670070 0.809886 -0.004498
5854.824540 -999.000000 -9.893e-06 -1.945e-08 -5.862350 0.848975 -0.007237
6254.889022 -999.000000 -6.886e-06 -2.348e-08 -6.020470 0.923497 -0.009021
6672.453397 -999.000000 -4.947e-06 -2.637e-08 -5.870590 0.934339 -0.009292
7109.157401 -999.000000 -6.594e-06 -1.558e-08 -4.749950 0.709574 -0.008190
7567.046802 -999.000000 -6.538e-06 -8.956e-09 -3.452190 0.367542 -0.006427
8048.581203 -999.000000 -3.614e-06 -2.778e-09 -2.497070 -0.101309 -0.005024
8556.209279 -999.000000 -1.547e-06 5.759e-10 -2.130550 -0.337141 -0.004334
9093.212063 -999.000000 -1.990e-06 1.953e-09 -2.932990 0.119453 -0.003882
9663.679528 -999.000000 -2.557e-06 2.864e-09 -3.675890 0.857622 -0.003514
10272.732336 -999.000000 5.067e-07 2.993e-10 -3.259710 1.605550 -0.003988
10926.201702 -999.000000 2.468e-06 3.731e-10 -2.366330 2.309900 -0.005983
11632.072363 -999.000000 2.272e-06 -1.617e-11 -0.205420 1.376270 -0.008547
12400.677783 -999.000000 1.961e-07 7.491e-10 3.906240 -0.742327 -0.009839
13246.660027 -999.000000 1.065e-05 -2.625e-10 7.633330 -0.005928 -0.009055
14190.582954 -999.000000 1.854e-05 1.849e-12 7.750630 3.088060 -0.006302
15268.066325 -999.000000 1.688e-07 -1.116e-11 3.628690 5.547680 -0.002355
16555.457837 -999.000000 -1.399e-06 -2.787e-12 3.006630 6.430310 0.000000
18203.204097 -999.000000 -0.000e+00 -0.000e+00 3.233110 6.921770 0.000000
 279.166667,	40.000000,	1010.000000,	day,	nlevels,	pres0
71.088145 -999.000000 -1.774e-05 -2.712e-09 0.836394 -1.156180 0.000000
81.088145 -999.000000 -1.774e-05 -2.712e-09 0.836394 -1.156180 0.000000
91.088145 -999.000000 -1.774e-05 -2.712e-09 0.836394 -1.156180 0.002536
314.504591 -999.000000 -1.219e-05 2.226e-09 -1.251380 -1.165520 0.006021
543.346222 -999.000000 3.034e-06 -5.963e-09 -3.498380 -0.609669 0.009033
777.000871 -999.000000 1.244e-05 -2.231e-08 -5.000790 -0.428376 0.010493
1015.359220 -999.000000 2.159e-05 -4.754e-08 -6.142260 -0.583308 0.010842
1259.142755 -999.000000 2.892e-05 -6.522e-08 -7.439610 -0.700232 0.010828
1508.557614 -999.000000 2.481e-05 -5.485e-08 -8.411560 -0.835106 0.010775
1763.906758 -999.000000 1.796e-05 -4.406e-08 -8.914280 -0.887947 0.010488
2025.602462 -999.000000 6.192e-06 -2.711e-08 -9.302450 -0.885285 0.009750
2294.260020 -999.000000 -6.478e-06 -1.043e-08 -9.646540 -0.871510 0.008513
2569.976253 -999.000000 -1.614e-05 3.484e-09 -9.844380 -0.796047 0.007068
2853.366453 -999.000000 -1.150e-05 -3.703e-09 -9.912690 -0.583610 0.005790
3144.846020 -999.000000 -5.704e-06 -7.858e-09 -9.920100 -0.343701 0.004827
3445.020875 -999.000000 -6.591e-07 1.140e-08 -9.596810 -0.020243 0.004153
3754.509434 -999.000000 3.852e-06 2.724e-08 -9.163420 0.296358 0.003784
4073.823919 -999.000000 6.189e-06 1.027e-08 -8.361210 0.502530 0.003767
4403.985652 -999.000000 5.402e-06 -2.985e-09 -7.483390 0.678764 0.003795
4745.819185 -999.000000 -6.890e-06 -1.027e-08 -6.542420 0.799416 0.003220
5100.545733 -999.000000 -1.665e-05 -1.482e-08 -5.766340 0.891545 0.001664
5469.189739 -999.000000 -1.493e-05 -1.813e-08 -5.753530 0.909390 -0.000770
5852.881842 -999.000000 -1.113e-05 -1.969e-08 -5.912240 0.917905 -0.003472
6252.843255 -999.000000 -8.114e-06 -2.309e-08 -6.048750 0.955824 -0.005430
6670.407630 -999.000000 -6.107e-06 -2.543e-08 -5.871470 0.928774 -0.005964
7107.214704 -999.000000 -8.009e-06 -1.576e-08 -4.693920 0.665508 -0.005044
7565.104104 -999.000000 -8.020e-06 -9.661e-09 -3.337850 0.286103 -0.003355
8046.532313 -999.000000 -4.710e-06 -2.696e-09 -2.348910 -0.216783 -0.002013
8554.263458 -999.000000 -2.366e-06 8.303e-10 -1.974870 -0.459833 -0.001356
9091.367750 -999.000000 -2.882e-06 1.880e-09 -2.815070 0.054727 -0.000756
9661.735269 -999.000000 -3.378e-06 2.586e-09 -3.585510 0.871867 0.000113
10270.583500 -999.000000 4.614e-07 2.468e-10 -3.134140 1.687890 0.000467
10924.154374 -999.000000 3.108e-06 4.190e-10 -2.188000 2.381160 -0.000866
11630.126542 -999.000000 2.724e-06 -1.348e-10 0.023445 1.357490 -0.003479
12398.736647 -999.000000 -1.607e-08 8.050e-10 4.164520 -0.596820 -0.005407
13244.920344 -999.000000 1.315e-05 -3.984e-10 7.804210 0.440890 -0.005668
14189.046286 -999.000000 1.998e-05 3.307e-11 7.865660 3.564700 -0.004451
15266.737358 -999.000000 -4.855e-07 -1.544e-11 3.761080 5.763190 -0.001865
16554.434954 -999.000000 -1.180e-06 -1.639e-12 3.048410 6.567310 -0.000000
18202.181214 -999.000000 -0.000e+00 -0.000e+00 3.132070 7.117620 -0.000000
 279.187500,	40.000000,	1010.000000,	day,	nlevels,	pres0
68.220949 -999.000000 -1.751e-05 -3.611e-09 1.044050 -1.171080 0.000000
78.220949 -999.000000 -1.751e-05 -3.611e-09 1.044050 -1.171080 0.000000
88.220949 -999.000000 -1.751e-05 -3.611e-09 1.044050 -1.171080 0.002771
311.537449 -999.000000 -1.265e-05 2.053e-09 -0.859373 -1.257410 0.006641
540.172942 -999.000000 3.188e-06 -6.541e-09 -3.148810 -0.692657 0.010111
773.621452 -999.000000 1.242e-05 -2.189e-08 -4.729270 -0.528898 0.012062
1012.085994 -999.000000 2.080e-05 -4.436e-08 -5.952260 -0.693107 0.012935
1255.766460 -999.000000 2.669e-05 -5.687e-08 -7.333950 -0.777745 0.013493
1505.181319 -999.000000 2.183e-05 -4.565e-08 -8.373650 -0.877688 0.013930
1760.430516 -999.000000 1.572e-05 -3.775e-08 -8.901970 -0.932861 0.014013
2022.123098 -999.000000 4.649e-06 -2.347e-08 -9.293270 -0.958150 0.013573
2290.571394 -999.000000 -7.695e-06 -8.078e-09 -9.621170 -0.956479 0.012675
2566.187681 -999.000000 -1.731e-05 5.939e-09 -9.818440 -0.888541 0.011561
2849.581004 -999.000000 -1.248e-05 3.948e-10 -9.863990 -0.673047 0.010479
3141.057447 -999.000000 -6.453e-06 -2.097e-09 -9.851090 -0.418116 0.009553
3441.235426 -999.000000 3.063e-07 1.828e-08 -9.544360 -0.004473 0.008815
3750.620916 -999.000000 6.567e-06 3.485e-08 -9.143030 0.408603 0.008351
4070.038470 -999.000000 1.003e-05 1.529e-08 -8.432360 0.685269 0.008238
4400.100257 -999.000000 1.013e-05 2.142e-10 -7.644120 0.912172 0.008230
4741.930667 -999.000000 -1.437e-06 -1.008e-08 -6.730080 1.006220 0.007724
5096.657215 -999.000000 -1.120e-05 -1.721e-08 -5.955260 1.064680 0.006304
5465.095083 -999.000000 -1.146e-05 -1.988e-08 -5.887250 1.083840 0.003957
5848.787186 -999.000000 -9.642e-06 -2.103e-08 -5.987650 1.099890 0.001157
6248.648653 -999.000000 -6.914e-06 -2.287e-08 -6.103040 1.138740 -0.001156
6666.213028 -999.000000 -5.099e-06 -2.377e-08 -5.904980 1.106890 -0.002237
7102.917033 -999.000000 -7.718e-06 -1.551e-08 -4.675120 0.824792 -0.001877
7560.909502 -999.000000 -8.353e-06 -1.013e-08 -3.264810 0.412460 -0.000676
8042.437657 -999.000000 -5.258e-06 -2.513e-09 -2.245240 -0.151537 0.000185
8550.068856 -999.000000 -2.864e-06 1.079e-09 -1.861010 -0.451631 0.000378
9087.171586 -999.000000 -3.100e-06 1.661e-09 -2.722270 0.041682 0.000657
9657.539105 -999.000000 -3.138e-06 2.188e-09 -3.505300 0.864128 0.001490
10266.387336 -999.000000 3.094e-07 3.562e-10 -3.020020 1.712530 0.002157
10919.753633 -999.000000 3.195e-06 5.713e-10 -2.040380 2.411200 0.001314
11625.625856 -999.000000 3.245e-06 -1.724e-10 0.152249 1.420290 -0.000916
12394.334345 -999.000000 8.446e-07 7.999e-10 4.276550 -0.299049 -0.002651
13240.416535 -999.000000 1.713e-05 -5.627e-10 7.917690 0.921568 -0.003186
14184.648669 -999.000000 2.283e-05 5.352e-12 8.058110 3.985970 -0.002952
15262.438125 -999.000000 -4.853e-07 -2.153e-11 3.967060 5.976810 -0.001431
16549.932706 -999.000000 -1.187e-06 -6.257e-13 3.067460 6.746400 0.000000
18197.268251 -999.000000 -0.000e+00 -0.000e+00 2.941940 7.296980 0.000000
 279.208333,	40.000000,	1010.000000,	day,	nlevels,	pres0
65.353753 -999.000000 -1.734e-05 -4.277e-09 1.248850 -1.187900 0.000000
75.353753 -999.000000 -1.734e-05 -4.277e-09 1.248850 -1.187900 0.000000
85.353753 -999.000000 -1.734e-05 -4.277e-09 1.248850 -1.187900 0.003093
308.364168 -999.000000 -1.284e-05 1.924e-09 -0.467435 -1.348930 0.007453
536.899715 -999.000000 3.613e-06 -7.077e-09 -2.798670 -0.775087 0.011484
770.348225 -999.000000 1.271e-05 -2.109e-08 -4.455720 -0.628449 0.014004
1008.809644 -999.000000 2.042e-05 -4.021e-08 -5.759220 -0.801972 0.015485
1252.493233 -999.000000 2.503e-05 -4.722e-08 -7.225270 -0.854707 0.016636
1501.701954 -999.000000 1.973e-05 -3.545e-08 -8.334710 -0.918898 0.017559
1756.948028 -999.000000 1.463e-05 -3.065e-08 -8.889280 -0.976077 0.017923
2018.540664 -999.000000 4.389e-06 -1.918e-08 -9.284340 -1.029080 0.017661
2286.889014 -999.000000 -7.515e-06 -5.104e-09 -9.596530 -1.039550 0.016928
2562.502178 -999.000000 -1.704e-05 8.881e-09 -9.793930 -0.979173 0.015914
2845.792432 -999.000000 -1.203e-05 4.939e-09 -9.817010 -0.760110 0.014759
3137.168929 -999.000000 -5.856e-06 4.354e-09 -9.784150 -0.489659 0.013565
3437.343785 -999.000000 2.540e-06 2.592e-08 -9.496390 0.014225 0.012436
3746.629329 -999.000000 1.048e-05 4.330e-08 -9.129440 0.523937 0.011549
4066.046883 -999.000000 1.493e-05 2.094e-08 -8.508840 0.872039 0.011016
4396.311685 -999.000000 1.584e-05 3.934e-09 -7.808690 1.150390 0.010634
4738.039026 -999.000000 4.793e-06 -9.626e-09 -6.918200 1.216160 0.009875
5092.562558 -999.000000 -5.068e-06 -1.949e-08 -6.141550 1.239520 0.008291
5461.003550 -999.000000 -7.271e-06 -2.151e-08 -6.018090 1.259990 0.005722
5844.489515 -999.000000 -7.498e-06 -2.222e-08 -6.060180 1.283540 0.002528
6244.450927 -999.000000 -5.097e-06 -2.233e-08 -6.154610 1.323140 -0.000429
6661.915357 -999.000000 -3.469e-06 -2.170e-08 -5.936010 1.286410 -0.002323
7098.616238 -999.000000 -6.946e-06 -1.510e-08 -4.653670 0.984135 -0.002727
7556.608708 -999.000000 -8.369e-06 -1.053e-08 -3.188990 0.537939 -0.002160
8038.243055 -999.000000 -5.595e-06 -2.314e-09 -2.140080 -0.086670 -0.001877
8545.972638 -999.000000 -3.159e-06 1.269e-09 -1.746600 -0.443440 -0.002215
9083.078491 -999.000000 -3.177e-06 1.445e-09 -2.629560 0.029075 -0.002299
9653.342941 -999.000000 -2.864e-06 1.769e-09 -3.425520 0.857127 -0.001510
10261.985034 -999.000000 1.481e-07 4.748e-10 -2.905960 1.737960 -0.000465
10915.251385 -999.000000 3.318e-06 7.234e-10 -1.892930 2.442060 -0.000636
11621.018977 -999.000000 3.643e-06 -2.046e-10 0.280648 1.483680 -0.002124
12389.729028 -999.000000 1.901e-06 7.937e-10 4.388440 -0.000422 -0.003049
13235.912725 -999.000000 2.167e-05 -7.059e-10 8.031850 1.402900 -0.002879
14180.246367 -999.000000 2.689e-05 -2.367e-11 8.251840 4.407390 -0.002482
15258.037384 -999.000000 -1.046e-07 -2.735e-11 4.173160 6.190400 -0.001239
16545.428896 -999.000000 -1.158e-06 1.187e-12 3.086510 6.925500 0.000000
18192.253780 -999.000000 -0.000e+00 -0.000e+00 2.751790 7.476350 0.000000
 279.229167,	40.000000,	1010.000000,	day,	nlevels,	pres0
64.332431 -999.000000 -1.538e-05 -5.959e-09 1.383780 -1.214700 0.000000
74.332431 -999.000000 -1.538e-05 -5.959e-09 1.383780 -1.214700 0.000000
84.332431 -999.000000 -1.538e-05 -5.959e-09 1.383780 -1.214700 0.003351
307.033639 -999.000000 -1.050e-05 8.412e-10 -0.067626 -1.478670 0.008107
535.672255 -999.000000 5.058e-06 -7.820e-09 -2.440210 -0.880089 0.012590
769.014573 -999.000000 1.293e-05 -1.963e-08 -4.212870 -0.695727 0.015619
1007.276100 -999.000000 1.941e-05 -3.439e-08 -5.580270 -0.871422 0.017727
1250.856620 -999.000000 2.125e-05 -3.232e-08 -7.101900 -0.941022 0.019564
1500.062217 -999.000000 1.490e-05 -1.907e-08 -8.318270 -0.988481 0.021089
1755.311415 -999.000000 1.104e-05 -1.960e-08 -8.918080 -1.043800 0.021900
2016.800981 -999.000000 2.224e-06 -1.406e-08 -9.291800 -1.124410 0.022015
2285.046262 -999.000000 -9.003e-06 -2.335e-09 -9.583130 -1.146270 0.021649
2560.456411 -999.000000 -1.783e-05 9.383e-09 -9.766920 -1.085040 0.021002
2843.643596 -999.000000 -1.396e-05 5.534e-09 -9.754590 -0.847824 0.020109
3134.917025 -999.000000 -9.158e-06 5.409e-09 -9.690020 -0.552980 0.019021
3434.888865 -999.000000 -1.355e-06 2.820e-08 -9.417010 0.005378 0.017831
3744.171286 -999.000000 6.746e-06 4.654e-08 -9.079280 0.573808 0.016667
4063.488894 -999.000000 1.335e-05 2.465e-08 -8.532930 0.979348 0.015641
4393.650627 -999.000000 1.684e-05 8.259e-09 -7.912580 1.301890 0.014593
4735.381091 -999.000000 8.568e-06 -8.401e-09 -7.084620 1.345450 0.013094
5089.801554 -999.000000 4.822e-07 -2.099e-08 -6.347470 1.345670 0.010743
5458.033284 -999.000000 -2.805e-06 -2.229e-08 -6.178230 1.393930 0.007353
5841.519249 -999.000000 -4.432e-06 -2.273e-08 -6.170610 1.455200 0.003193
6241.277647 -999.000000 -2.138e-06 -2.122e-08 -6.277640 1.526750 -0.000932
6658.639007 -999.000000 -4.445e-07 -1.925e-08 -6.072610 1.511860 -0.004141
7095.446081 -999.000000 -4.349e-06 -1.426e-08 -4.752370 1.201740 -0.005807
7553.438550 -999.000000 -6.572e-06 -1.056e-08 -3.236840 0.728926 -0.006345
8035.071336 -999.000000 -4.901e-06 -2.064e-09 -2.146550 0.049203 -0.007013
8542.800919 -999.000000 -2.892e-06 1.312e-09 -1.724650 -0.375007 -0.008122
9079.803703 -999.000000 -2.656e-06 1.225e-09 -2.605810 0.026641 -0.008708
9650.068153 -999.000000 -1.917e-06 1.573e-09 -3.391870 0.817327 -0.008006
10258.608738 -999.000000 4.129e-07 6.043e-10 -2.820280 1.737770 -0.006486
10911.873528 -999.000000 3.568e-06 8.580e-10 -1.765700 2.476850 -0.005635
11617.539613 -999.000000 4.186e-06 -2.703e-10 0.375223 1.577820 -0.005845
12386.045086 -999.000000 2.526e-06 6.515e-10 4.472500 0.332912 -0.005440
13232.230345 -999.000000 2.312e-05 -7.140e-10 8.195100 1.872670 -0.003947
14176.560864 -999.000000 2.839e-05 -5.369e-11 8.581050 4.767220 -0.002583
15254.454950 -999.000000 -9.522e-07 -2.271e-11 4.475920 6.298070 -0.001114
16541.540378 -999.000000 -1.961e-06 4.112e-12 3.160190 6.931750 -0.000001
18187.854601 -999.000000 -0.000e+00 -0.000e+00 2.618490 7.430210 -0.000001
 279.250000,	40.000000,	1010.000000,	day,	nlevels,	pres0
63.307986 -999.000000 -1.353e-05 -7.786e-09 1.523630 -1.235230 0.000000
73.307986 -999.000000 -1.353e-05 -7.786e-09 1.523630 -1.235230 0.000000
83.307986 -999.000000 -1.353e-05 -7.786e-09 1.523630 -1.235230 0.002984
305.806179 -999.000000 -8.121e-06 -7.376e-10 0.330091 -1.608310 0.007373
534.238657 -999.000000 6.187e-06 -8.749e-09 -2.084900 -0.985644 0.011524
767.481029 -999.000000 1.230e-05 -1.896e-08 -3.976670 -0.765079 0.014308
1005.842502 -999.000000 1.725e-05 -3.090e-08 -5.410860 -0.943094 0.016293
1249.423022 -999.000000 1.648e-05 -2.198e-08 -6.987200 -1.029210 0.018151
1498.425604 -999.000000 8.643e-06 -6.706e-09 -8.304150 -1.062820 0.019796
1753.571733 -999.000000 5.645e-06 -1.219e-08 -8.947620 -1.116860 0.020745
2015.061299 -999.000000 -1.789e-06 -1.245e-08 -9.298530 -1.225400 0.021030
2283.103565 -999.000000 -1.245e-05 -3.004e-09 -9.567140 -1.258450 0.020989
2558.407521 -999.000000 -2.062e-05 6.531e-09 -9.735500 -1.196300 0.020778
2841.391691 -999.000000 -1.786e-05 3.223e-09 -9.687660 -0.942504 0.020383
3132.558927 -999.000000 -1.440e-05 3.967e-09 -9.591010 -0.624799 0.019742
3432.430822 -999.000000 -7.279e-06 2.811e-08 -9.326780 -0.011831 0.018882
3741.716366 -999.000000 8.733e-07 4.755e-08 -9.012610 0.615153 0.017853
4060.927782 -999.000000 9.799e-06 2.673e-08 -8.544220 1.075720 0.016770
4391.092638 -999.000000 1.618e-05 1.131e-08 -8.007330 1.440460 0.015489
4732.716909 -999.000000 1.115e-05 -8.019e-09 -7.250420 1.466240 0.013689
5087.034304 -999.000000 5.155e-06 -2.331e-08 -6.560380 1.447050 0.011022
5455.169211 -999.000000 7.530e-07 -2.388e-08 -6.345960 1.523190 0.007283
5838.449038 -999.000000 -2.364e-06 -2.402e-08 -6.288690 1.622290 0.002691
6238.107490 -999.000000 -2.538e-07 -2.091e-08 -6.408250 1.726210 -0.002037
6655.568795 -999.000000 1.511e-06 -1.755e-08 -6.216480 1.733360 -0.006000
7092.169731 -999.000000 -2.592e-06 -1.389e-08 -4.858280 1.419160 -0.008473
7550.265270 -999.000000 -5.337e-06 -1.084e-08 -3.291920 0.922415 -0.009759
8031.896494 -999.000000 -4.477e-06 -1.902e-09 -2.156580 0.186155 -0.011075
8539.629200 -999.000000 -2.723e-06 1.295e-09 -1.703680 -0.306493 -0.012661
9076.630423 -999.000000 -2.303e-06 9.694e-10 -2.581490 0.023291 -0.013418
9646.791803 -999.000000 -1.349e-06 1.302e-09 -3.356740 0.776020 -0.012448
10255.127812 -999.000000 3.262e-07 7.138e-10 -2.734290 1.735720 -0.010117
10908.289532 -999.000000 3.576e-06 9.726e-10 -1.638160 2.509660 -0.007984
11613.955617 -999.000000 4.727e-06 -3.531e-10 0.470251 1.670880 -0.006805
12382.359583 -999.000000 2.660e-06 5.154e-10 4.556640 0.664750 -0.005243
13228.544842 -999.000000 2.241e-05 -7.179e-10 8.357180 2.341260 -0.003031
