z[m]	p[mb]	tls[K/s]	q[kg/kg/s]	u[m/s]	v[m/s]	w[m/s]
14196.109647 -999.000000 7.891e-06 2.020e-10 6.574920 -0.794101 0.006941
15273.080796 -999.000000 4.837e-06 -7.335e-12 4.110730 0.930428 0.002992
16558.528049 -999.000000 4.065e-06 -9.253e-13 3.558010 2.479710 0.000000
18203.102589 -999.000000 -0.000e+00 -0.000e+00 3.378850 2.410720 0.000000
 278.687500,	40.000000,	1010.000000,	day,	nlevels,	pres0
66.278252 -999.000000 -2.908e-07 -9.235e-09 -1.590480 -0.246375 0.000000
76.278252 -999.000000 -2.908e-07 -9.235e-09 -1.590480 -0.246375 0.000000
86.278252 -999.000000 -2.908e-07 -9.235e-09 -1.590480 -0.246375 0.001495
310.513004 -999.000000 3.487e-06 -9.791e-09 -2.157830 -0.264106 0.003297
539.354635 -999.000000 4.259e-06 -9.087e-09 -2.597250 -0.256183 0.004992
772.497061 -999.000000 2.165e-06 8.343e-10 -3.702320 -0.314244 0.006092
1010.449381 -999.000000 -5.263e-06 1.542e-08 -5.782480 -0.725152 0.006271
1253.514555 -999.000000 -1.883e-06 7.871e-09 -7.467910 -1.428250 0.005445
1502.417191 -999.000000 -2.174e-06 -6.089e-09 -8.041820 -2.006260 0.004099
1757.257236 -999.000000 -7.403e-06 -1.278e-08 -7.858390 -2.414080 0.003084
2018.540664 -999.000000 -1.209e-05 -1.013e-08 -7.432910 -2.627840 0.002978
2286.479861 -999.000000 -1.537e-05 -9.038e-09 -6.976590 -2.398020 0.003865
2561.583925 -999.000000 -2.055e-05 -9.678e-10 -6.504220 -1.789600 0.005309
2844.561848 -999.000000 -1.684e-05 -4.036e-09 -6.234320 -1.126620 0.006728
3135.735331 -999.000000 -1.335e-05 -6.165e-09 -6.065930 -0.504009 0.007900
3435.910187 -999.000000 -9.446e-06 -1.433e-08 -6.436920 -0.178810 0.008844
3745.604884 -999.000000 -5.916e-06 -2.192e-08 -6.816680 0.083799 0.009630
4065.431591 -999.000000 -4.168e-06 -2.165e-08 -6.795450 0.228482 0.010367
4395.905655 -999.000000 -3.460e-06 -2.010e-08 -6.621770 0.307544 0.011324
4738.451302 -999.000000 -5.711e-06 -1.446e-08 -6.027820 0.158828 0.012807
5093.587003 -999.000000 -6.925e-06 -9.607e-09 -5.412870 -0.079630 0.014896
5462.743232 -999.000000 -5.016e-06 -9.955e-09 -5.068730 -0.508716 0.017251
5846.638350 -999.000000 -3.716e-06 -9.692e-09 -4.756300 -1.012540 0.019604
6247.008916 -999.000000 -4.985e-06 -9.782e-09 -4.327010 -1.629330 0.021688
6665.291652 -999.000000 -6.291e-06 -8.770e-09 -3.682370 -2.204650 0.023167
7103.223117 -999.000000 -7.021e-06 -1.698e-09 -2.440510 -2.546700 0.023673
7562.852200 -999.000000 -6.515e-06 3.907e-10 -1.243430 -2.600900 0.023172
8046.123160 -999.000000 -3.889e-06 2.233e-09 -0.697960 -2.040490 0.021844
8555.695495 -999.000000 -1.763e-06 2.485e-09 -0.655105 -1.319710 0.018843
9094.847115 -999.000000 -1.376e-06 6.435e-10 -1.296600 -0.737754 0.012864
9667.568046 -999.000000 -1.504e-06 7.031e-10 -2.015540 -0.405968 0.005464
10278.054452 -999.000000 -2.865e-06 1.703e-09 -2.302080 -0.501724 0.001502
10932.139110 -999.000000 -5.106e-06 2.277e-09 -2.811690 -0.219395 0.003608
11637.392918 -999.000000 -2.754e-06 1.183e-09 -3.663270 1.168380 0.008421
12404.873947 -999.000000 -2.335e-06 1.497e-10 -2.254280 1.271680 0.011118
13250.343968 -999.000000 5.455e-06 1.147e-10 2.820210 -0.704925 0.010622
14194.473033 -999.000000 8.334e-06 2.553e-10 7.031830 -1.075090 0.007728
15271.239606 -999.000000 5.465e-06 -3.915e-12 4.559870 0.737004 0.003045
16555.970060 -999.000000 4.511e-06 -1.893e-12 3.999730 2.384230 -0.000000
18199.112564 -999.000000 -0.000e+00 -0.000e+00 3.821800 2.370320 -0.000000
 278.708333,	40.000000,	1010.000000,	day,	nlevels,	pres0
58.295077 -999.000000 -2.960e-06 -7.332e-09 -1.799740 -0.282720 0.000000
68.295077 -999.000000 -2.960e-06 -7.332e-09 -1.799740 -0.282720 0.000000
78.295077 -999.000000 -2.960e-06 -7.332e-09 -1.799740 -0.282720 0.000938
302.326814 -999.000000 1.515e-06 -6.754e-09 -2.489680 -0.298379 0.001984
531.474530 -999.000000 1.556e-06 -6.909e-09 -2.920040 -0.283930 0.002841
764.923040 -999.000000 -1.837e-07 -4.856e-09 -3.664010 -0.298873 0.003188
1003.181444 -999.000000 -2.951e-06 5.080e-10 -5.466650 -0.593366 0.002676
1246.555825 -999.000000 1.116e-06 -3.372e-09 -7.167390 -1.240360 0.001130
1495.561531 -999.000000 1.439e-07 -1.387e-08 -7.846230 -1.757000 -0.000901
1750.501521 -999.000000 -4.164e-06 -2.020e-08 -7.807250 -2.067230 -0.002503
2011.784949 -999.000000 -6.056e-06 -2.141e-08 -7.484530 -2.189870 -0.003103
2279.724146 -999.000000 -8.578e-06 -2.151e-08 -7.042880 -1.944010 -0.002602
2554.828211 -999.000000 -1.669e-05 -6.385e-09 -6.542930 -1.345430 -0.001401
2837.909203 -999.000000 -1.553e-05 -5.657e-09 -6.272490 -0.717762 -0.000079
3129.288824 -999.000000 -1.431e-05 -4.042e-09 -6.107820 -0.136134 0.001087
3429.666695 -999.000000 -1.129e-05 -1.393e-08 -6.492300 0.127434 0.002082
3739.467584 -999.000000 -8.133e-06 -2.349e-08 -6.875630 0.324894 0.002948
4059.497307 -999.000000 -5.973e-06 -2.284e-08 -6.791260 0.400583 0.003773
4390.377400 -999.000000 -4.592e-06 -2.108e-08 -6.555450 0.418350 0.004834
4733.126063 -999.000000 -5.934e-06 -1.536e-08 -5.958070 0.249966 0.006543
5088.570971 -999.000000 -6.418e-06 -1.045e-08 -5.357490 0.002702 0.009027
5457.933338 -999.000000 -4.687e-06 -1.094e-08 -5.055100 -0.421949 0.012042
5842.134541 -999.000000 -3.909e-06 -1.074e-08 -4.761510 -0.931330 0.015353
6242.711245 -999.000000 -6.523e-06 -9.914e-09 -4.243040 -1.603530 0.018720
6661.196996 -999.000000 -8.901e-06 -8.433e-09 -3.497230 -2.225650 0.021670
7099.437668 -999.000000 -8.995e-06 -1.044e-09 -2.205920 -2.542440 0.023533
7559.169820 -999.000000 -7.369e-06 1.053e-09 -0.989960 -2.550760 0.024129
8042.745303 -999.000000 -4.120e-06 2.452e-09 -0.462336 -1.946820 0.023584
8552.422268 -999.000000 -1.765e-06 2.394e-09 -0.432901 -1.218920 0.021145
9091.776903 -999.000000 -1.512e-06 5.685e-10 -1.043650 -0.719168 0.015599
9664.600903 -999.000000 -1.509e-06 4.093e-10 -1.735320 -0.460251 0.008660
10275.391832 -999.000000 -2.770e-06 1.702e-09 -2.043010 -0.532016 0.005297
10929.579559 -999.000000 -5.130e-06 2.561e-09 -2.628200 -0.141142 0.008140
11635.142575 -999.000000 -3.597e-06 1.323e-09 -3.509980 1.286460 0.013589
12402.826618 -999.000000 -2.454e-06 1.867e-10 -1.927010 1.184120 0.016267
13248.502778 -999.000000 6.122e-06 2.616e-10 3.298900 -1.003720 0.014435
14192.628720 -999.000000 6.546e-06 3.091e-10 7.487780 -1.357780 0.009423
15269.193839 -999.000000 5.758e-06 -2.437e-12 5.008950 0.543101 0.003366
16553.307440 -999.000000 4.979e-06 -2.948e-12 4.441440 2.288730 -0.000000
18195.120977 -999.000000 -0.000e+00 -0.000e+00 4.264750 2.329920 -0.000000
 278.729167,	40.000000,	1010.000000,	day,	nlevels,	pres0
53.378991 -999.000000 -9.319e-06 -6.403e-09 -1.970270 -0.392071 0.000000
63.378991 -999.000000 -9.319e-06 -6.403e-09 -1.970270 -0.392071 0.000000
73.378991 -999.000000 -9.319e-06 -6.403e-09 -1.970270 -0.392071 0.000430
297.413851 -999.000000 -8.539e-06 -6.275e-09 -2.730790 -0.473303 0.000949
526.664636 -999.000000 -8.310e-06 -6.603e-09 -3.133370 -0.443091 0.001301
760.316161 -999.000000 -7.252e-06 -7.105e-09 -3.767540 -0.411752 0.001190
998.677634 -999.000000 -3.450e-06 -1.013e-08 -5.244860 -0.610868 0.000292
1242.052016 -999.000000 2.177e-06 -1.316e-08 -6.947320 -1.187980 -0.001594
1491.263860 -999.000000 9.225e-07 -1.781e-08 -7.712240 -1.661530 -0.003975
1746.303796 -999.000000 -2.768e-07 -2.583e-08 -7.731830 -1.883070 -0.005962
2007.690293 -999.000000 1.325e-06 -3.028e-08 -7.448990 -1.878770 -0.007005
2275.938697 -999.000000 6.095e-07 -2.819e-08 -7.023510 -1.557090 -0.007025
2551.345723 -999.000000 -8.253e-06 -1.172e-08 -6.553270 -1.006150 -0.006354
2834.536031 -999.000000 -1.158e-05 -6.772e-09 -6.343360 -0.509213 -0.005451
3126.218613 -999.000000 -1.411e-05 -1.202e-09 -6.232690 -0.060534 -0.004529
3426.802621 -999.000000 -1.071e-05 -1.310e-08 -6.614380 0.114168 -0.003589
3736.803403 -999.000000 -6.080e-06 -2.497e-08 -6.981090 0.239372 -0.002644
4057.042387 -999.000000 -3.077e-06 -2.427e-08 -6.847290 0.300923 -0.001724
4388.228564 -999.000000 -1.058e-06 -2.238e-08 -6.566980 0.320145 -0.000614
4730.977227 -999.000000 -2.639e-06 -1.601e-08 -5.971730 0.181548 0.001121
5086.728219 -999.000000 -3.661e-06 -1.061e-08 -5.387670 -0.033564 0.003668
5456.090587 -999.000000 -2.782e-06 -1.183e-08 -5.126110 -0.437521 0.006918
5840.597873 -999.000000 -2.759e-06 -1.212e-08 -4.855570 -0.935278 0.010682
6241.177701 -999.000000 -6.296e-06 -1.075e-08 -4.274340 -1.621930 0.014736
6659.866467 -999.000000 -9.539e-06 -8.823e-09 -3.452900 -2.249530 0.018483
7098.104015 -999.000000 -9.942e-06 -7.142e-10 -2.113890 -2.518850 0.021104
7557.939237 -999.000000 -8.147e-06 1.661e-09 -0.865871 -2.465480 0.022268
8041.517843 -999.000000 -4.542e-06 2.536e-09 -0.320685 -1.803440 0.022056
8551.296316 -999.000000 -1.988e-06 2.111e-09 -0.261479 -1.037960 0.019641
9090.549443 -999.000000 -1.733e-06 4.695e-10 -0.798891 -0.549006 0.013837
9663.473389 -999.000000 -1.697e-06 3.291e-10 -1.428200 -0.292063 0.006455
10274.367387 -999.000000 -2.915e-06 1.788e-09 -1.738660 -0.306048 0.002776
10928.761253 -999.000000 -4.647e-06 2.836e-09 -2.386440 0.179148 0.005755
11634.219637 -999.000000 -2.517e-06 1.269e-09 -3.312290 1.602020 0.011749
12402.112943 -999.000000 -1.455e-06 1.029e-10 -1.602950 1.316000 0.014900
13247.887487 -999.000000 6.219e-06 3.079e-10 3.786700 -1.023340 0.013357
14192.016552 -999.000000 6.828e-06 2.977e-10 8.001490 -1.331270 0.008792
15268.473917 -999.000000 6.377e-06 -1.823e-12 5.468330 0.679145 0.003205
16552.183049 -999.000000 5.007e-06 -4.642e-12 4.776720 2.480880 0.000001
18193.176717 -999.000000 -0.000e+00 -0.000e+00 4.558140 2.527390 0.000001
 278.750000,	40.000000,	1010.000000,	day,	nlevels,	pres0
48.675289 -999.000000 -1.604e-05 -5.689e-09 -2.136110 -0.499290 0.000000
58.675289 -999.000000 -1.604e-05 -5.689e-09 -2.136110 -0.499290 0.000000
68.675289 -999.000000 -1.604e-05 -5.689e-09 -2.136110 -0.499290 0.000599
292.500888 -999.000000 -1.970e-05 -5.070e-09 -2.969760 -0.645473 0.001500
521.854742 -999.000000 -1.918e-05 -5.584e-09 -3.344700 -0.599404 0.002362
755.609336 -999.000000 -1.461e-05 -8.388e-09 -3.871170 -0.519782 0.002784
994.073878 -999.000000 -3.784e-06 -1.753e-08 -5.028200 -0.619773 0.002396
1237.757468 -999.000000 3.930e-06 -1.942e-08 -6.730330 -1.134750 0.000919
1486.863119 -999.000000 2.734e-06 -1.841e-08 -7.572140 -1.571440 -0.001196
1742.109193 -999.000000 4.563e-06 -2.850e-08 -7.648330 -1.704050 -0.003041
2003.804898 -999.000000 9.383e-06 -3.661e-08 -7.404740 -1.572950 -0.004068
2272.150125 -999.000000 1.013e-05 -3.284e-08 -6.995780 -1.174700 -0.004247
2547.763289 -999.000000 2.816e-07 -1.535e-08 -6.558960 -0.671765 -0.003854
2831.256558 -999.000000 -6.950e-06 -6.753e-09 -6.408870 -0.304208 -0.003274
3123.248347 -999.000000 -1.273e-05 1.734e-09 -6.352050 0.012641 -0.002677
3423.835479 -999.000000 -8.856e-06 -1.185e-08 -6.728660 0.098095 -0.002037
3734.142345 -999.000000 -2.738e-06 -2.571e-08 -7.076840 0.150881 -0.001346
4054.584344 -999.000000 1.118e-06 -2.483e-08 -6.895800 0.201236 -0.000646
4385.873590 -999.000000 3.803e-06 -2.274e-08 -6.572880 0.224687 0.000268
4728.828391 -999.000000 1.855e-06 -1.597e-08 -5.981030 0.115331 0.001828
5084.782399 -999.000000 1.746e-07 -1.031e-08 -5.414570 -0.068064 0.004251
5454.350904 -999.000000 5.029e-08 -1.234e-08 -5.192790 -0.451404 0.007494
5838.961260 -999.000000 -7.681e-07 -1.323e-08 -4.944280 -0.937734 0.011424
6239.844049 -999.000000 -5.286e-06 -1.126e-08 -4.299820 -1.638320 0.015800
6658.435992 -999.000000 -9.397e-06 -8.907e-09 -3.402310 -2.270810 0.019990
7096.776610 -999.000000 -1.020e-05 -4.051e-10 -2.019280 -2.493330 0.023008
7556.814846 -999.000000 -8.299e-06 2.073e-09 -0.741876 -2.378770 0.024378
8040.288821 -999.000000 -4.430e-06 2.439e-09 -0.181354 -1.660210 0.024145
8550.067294 -999.000000 -1.743e-06 1.716e-09 -0.093448 -0.858202 0.021385
9089.526560 -999.000000 -1.485e-06 1.601e-10 -0.556896 -0.378522 0.014845
9662.347437 -999.000000 -1.390e-06 1.312e-11 -1.123320 -0.122646 0.006483
10273.346065 -999.000000 -2.435e-06 1.666e-09 -1.435240 -0.078834 0.001897
10927.736808 -999.000000 -3.525e-06 3.001e-09 -2.144820 0.500377 0.004392
11633.299823 -999.000000 -8.082e-07 1.223e-09 -3.114090 1.917940 0.010305
12401.293074 -999.000000 -2.566e-07 2.812e-11 -1.277800 1.448130 0.013414
13247.069180 -999.000000 6.752e-06 3.560e-10 4.275630 -1.042210 0.011891
14191.401260 -999.000000 8.801e-06 2.934e-10 8.515900 -1.303470 0.007817
15267.860187 -999.000000 7.258e-06 -2.195e-13 5.927810 0.815504 0.002915
16551.160166 -999.000000 4.984e-06 -5.506e-12 5.112000 2.673020 0.000000
18191.027882 -999.000000 -0.000e+00 -0.000e+00 4.851530 2.724850 0.000000
 278.770833,	40.000000,	1010.000000,	day,	nlevels,	pres0
44.271426 -999.000000 -1.470e-05 -6.084e-09 -2.033650 -0.537423 0.000000
54.271426 -999.000000 -1.470e-05 -6.084e-09 -2.033650 -0.537423 0.000000
64.271426 -999.000000 -1.470e-05 -6.084e-09 -2.033650 -0.537423 0.001097
287.484856 -999.000000 -2.057e-05 -4.755e-09 -2.934690 -0.772505 0.002710
516.941779 -999.000000 -1.729e-05 -5.015e-09 -3.338360 -0.733722 0.004324
750.696373 -999.000000 -1.267e-05 -5.552e-09 -3.874300 -0.626167 0.005464
989.263984 -999.000000 -2.169e-06 -1.879e-08 -4.982080 -0.705914 0.005789
1232.944450 -999.000000 4.890e-06 -1.916e-08 -6.464230 -1.233790 0.004884
1482.256240 -999.000000 3.905e-06 -1.655e-08 -7.283810 -1.643700 0.003048
1737.708453 -999.000000 3.263e-06 -2.470e-08 -7.436360 -1.675340 0.001228
1999.507227 -999.000000 4.676e-06 -3.051e-08 -7.296010 -1.456960 0.000089
2268.161661 -999.000000 4.236e-06 -2.817e-08 -6.987970 -1.072920 -0.000239
2544.080909 -999.000000 -2.693e-06 -1.586e-08 -6.605310 -0.664137 -0.000007
2827.677247 -999.000000 -6.444e-06 -1.312e-08 -6.458330 -0.385627 0.000399
3119.669036 -999.000000 -9.413e-06 -1.020e-08 -6.401140 -0.154822 0.000802
3420.459183 -999.000000 -7.248e-06 -1.936e-08 -6.775370 -0.146965 0.001221
3730.766049 -999.000000 -3.679e-06 -2.874e-08 -7.120290 -0.159515 0.001695
4051.204925 -999.000000 -1.244e-06 -2.678e-08 -6.930850 -0.105574 0.002281
4382.497295 -999.000000 5.732e-07 -2.403e-08 -6.601730 -0.056725 0.003180
4725.758180 -999.000000 -5.288e-07 -1.655e-08 -6.026300 -0.089993 0.004708
5081.712187 -999.000000 -1.303e-06 -1.040e-08 -5.483500 -0.187602 0.007019
5451.380639 -999.000000 -9.206e-07 -1.268e-08 -5.294400 -0.489777 0.010053
5835.990994 -999.000000 -1.283e-06 -1.352e-08 -5.077020 -0.900324 0.013717
6236.976852 -999.000000 -5.109e-06 -1.098e-08 -4.448380 -1.538920 0.017816
6655.671865 -999.000000 -8.687e-06 -8.302e-09 -3.553130 -2.113110 0.021754
7094.012482 -999.000000 -9.382e-06 -1.446e-10 -2.147190 -2.278650 0.024540
7553.847704 -999.000000 -7.232e-06 2.129e-09 -0.833314 -2.109680 0.025674
8037.423187 -999.000000 -3.105e-06 2.177e-09 -0.225709 -1.345230 0.025059
8547.201659 -999.000000 -4.591e-07 1.236e-09 -0.074102 -0.504002 0.021736
9086.660925 -999.000000 -1.607e-07 -1.297e-10 -0.441895 0.006136 0.014411
9659.584871 -999.000000 2.673e-07 -3.034e-10 -0.940059 0.298934 0.004989
10270.685007 -999.000000 -6.354e-07 1.488e-09 -1.269400 0.404089 -0.000953
10925.178819 -999.000000 -2.495e-06 3.106e-09 -2.058210 1.061250 0.000145
11630.946411 -999.000000 -5.779e-07 1.299e-09 -3.073870 2.449190 0.005169
12399.039608 -999.000000 7.866e-07 -3.591e-11 -1.136670 1.812520 0.008155
13245.020290 -999.000000 8.487e-06 3.805e-10 4.571200 -0.738321 0.007232
14189.355494 -999.000000 1.244e-05 2.737e-10 8.799180 -0.892836 0.004624
15266.122066 -999.000000 8.739e-06 2.336e-12 6.117920 1.217110 0.001748
16549.728129 -999.000000 5.238e-06 -4.096e-12 5.218340 2.849710 -0.000000
18189.594284 -999.000000 -0.000e+00 -0.000e+00 4.958390 2.769110 -0.000000
 278.791667,	40.000000,	1010.000000,	day,	nlevels,	pres0
39.973754 -999.000000 -1.399e-05 -6.240e-09 -1.932930 -0.571077 0.000000
49.973754 -999.000000 -1.399e-05 -6.240e-09 -1.932930 -0.571077 0.000000
59.973754 -999.000000 -1.399e-05 -6.240e-09 -1.932930 -0.571077 0.001348
282.571893 -999.000000 -2.236e-05 -5.245e-09 -2.905410 -0.894499 0.003325
511.928870 -999.000000 -1.542e-05 -5.155e-09 -3.338330 -0.863223 0.005291
745.783410 -999.000000 -1.040e-05 -1.902e-09 -3.880870 -0.730723 0.006729
984.351021 -999.000000 -1.704e-07 -1.931e-08 -4.935860 -0.787095 0.007329
1228.134557 -999.000000 6.875e-06 -1.948e-08 -6.198460 -1.328030 0.006513
1477.652485 -999.000000 6.369e-06 -1.472e-08 -6.996420 -1.713250 0.004435
1733.307712 -999.000000 3.457e-06 -2.063e-08 -7.224540 -1.644770 0.002088
1995.309501 -999.000000 1.404e-06 -2.356e-08 -7.187880 -1.339720 0.000258
2264.166950 -999.000000 -5.527e-07 -2.228e-08 -6.980060 -0.969251 -0.000819
2540.192391 -999.000000 -4.712e-06 -1.568e-08 -6.648690 -0.655547 -0.001349
2824.094813 -999.000000 -4.941e-06 -1.955e-08 -6.503370 -0.464796 -0.001698
3115.980410 -999.000000 -5.055e-06 -2.237e-08 -6.444010 -0.318638 -0.002058
3416.876750 -999.000000 -4.875e-06 -2.697e-08 -6.816760 -0.389281 -0.002444
3727.286684 -999.000000 -4.169e-06 -3.174e-08 -7.159190 -0.467705 -0.002777
4047.828629 -999.000000 -3.222e-06 -2.855e-08 -6.961790 -0.409812 -0.002875
4379.324014 -999.000000 -2.256e-06 -2.500e-08 -6.627020 -0.335343 -0.002530
4722.588023 -999.000000 -2.666e-06 -1.686e-08 -6.068300 -0.293862 -0.001531
5078.641976 -999.000000 -2.594e-06 -1.020e-08 -5.549520 -0.306909 0.000206
5448.516566 -999.000000 -1.641e-06 -1.278e-08 -5.392770 -0.528263 0.002603
5833.229990 -999.000000 -1.462e-06 -1.365e-08 -5.206290 -0.863346 0.005599
6234.215848 -999.000000 -4.625e-06 -1.067e-08 -4.594210 -1.439130 0.009081
6653.010806 -999.000000 -7.701e-06 -7.769e-09 -3.701760 -1.954360 0.012486
7091.251478 -999.000000 -8.347e-06 3.486e-11 -2.273540 -2.063210 0.014866
7551.083576 -999.000000 -6.052e-06 2.116e-09 -0.923477 -1.840040 0.015651
8034.559113 -999.000000 -1.848e-06 1.926e-09 -0.269331 -1.029870 0.014650
8544.232955 -999.000000 5.979e-07 8.773e-10 -0.054440 -0.149376 0.010837
9083.693783 -999.000000 1.018e-06 -3.588e-10 -0.326517 0.391068 0.002913
9656.719237 -999.000000 1.964e-06 -5.960e-10 -0.756581 0.720895 -0.007236
10267.920880 -999.000000 1.362e-06 1.318e-09 -1.103390 0.887727 -0.014012
10922.720776 -999.000000 -1.148e-06 3.238e-09 -1.971000 1.622530 -0.013542
11628.592998 -999.000000 1.963e-07 1.442e-09 -3.032740 2.980440 -0.008312
12396.689319 -999.000000 2.099e-06 -1.084e-10 -0.994553 2.176850 -0.003872
13242.873016 -999.000000 1.076e-05 4.251e-10 4.867670 -0.434108 -0.001936
14187.409673 -999.000000 1.776e-05 2.570e-10 9.083330 -0.481764 -0.000609
15264.382384 -999.000000 1.029e-05 5.637e-12 6.308370 1.618710 0.000133
16548.193023 -999.000000 5.451e-06 -8.336e-13 5.324680 3.026400 0.000000
18188.160685 -999.000000 -0.000e+00 -0.000e+00 5.065260 2.813370 0.000000
 278.812500,	40.000000,	1010.000000,	day,	nlevels,	pres0
39.361586 -999.000000 -6.838e-06 -7.974e-09 -1.809670 -0.816985 0.000000
49.361586 -999.000000 -6.838e-06 -7.974e-09 -1.809670 -0.816985 0.000000
59.361586 -999.000000 -6.838e-06 -7.974e-09 -1.809670 -0.816985 0.001577
281.447503 -999.000000 -1.504e-05 -4.300e-09 -2.936060 -1.266640 0.003808
510.701410 -999.000000 -1.082e-05 -2.843e-09 -3.505150 -1.212020 0.006004
744.555950 -999.000000 -7.447e-06 -1.048e-09 -4.121830 -0.992801 0.007609
983.123562 -999.000000 -1.212e-06 -1.237e-08 -5.112860 -0.992748 0.008281
1227.007042 -999.000000 4.161e-06 -1.677e-08 -6.250180 -1.516560 0.007496
1476.524971 -999.000000 4.793e-06 -1.542e-08 -6.954540 -1.831860 0.005462
1732.283267 -999.000000 3.302e-06 -2.325e-08 -7.216050 -1.693050 0.003049
1994.388125 -999.000000 2.170e-06 -2.565e-08 -7.244280 -1.351680 0.000923
2263.348644 -999.000000 1.046e-06 -2.393e-08 -7.068580 -0.988189 -0.000704
2539.680168 -999.000000 -2.293e-06 -1.948e-08 -6.756510 -0.719120 -0.001993
2823.685660 -999.000000 -2.488e-06 -2.308e-08 -6.608350 -0.579525 -0.003268
3115.777395 -999.000000 -2.540e-06 -2.576e-08 -6.541310 -0.482593 -0.004670
3416.667488 -999.000000 -2.105e-06 -3.098e-08 -6.886220 -0.587573 -0.006158
3727.080546 -999.000000 -1.397e-06 -3.610e-08 -7.200310 -0.683030 -0.007598
4047.725560 -999.000000 -1.199e-06 -3.019e-08 -6.989820 -0.553707 -0.008765
4379.217822 -999.000000 -9.236e-07 -2.455e-08 -6.646470 -0.390431 -0.009455
4722.687968 -999.000000 -1.288e-06 -1.628e-08 -6.094460 -0.249609 -0.009444
5078.848114 -999.000000 -9.638e-07 -9.562e-09 -5.582370 -0.167020 -0.008622
5448.825773 -999.000000 4.804e-07 -1.285e-08 -5.416420 -0.318864 -0.007004
5833.639144 -999.000000 1.095e-06 -1.410e-08 -5.207000 -0.599102 -0.004626
6234.625001 -999.000000 -1.904e-06 -1.099e-08 -4.532390 -1.149020 -0.001615
6653.519906 -999.000000 -4.977e-06 -7.881e-09 -3.581210 -1.645140 0.001464
7091.760577 -999.000000 -5.967e-06 -4.590e-10 -2.146490 -1.731800 0.003667
7551.595799 -999.000000 -4.311e-06 1.566e-09 -0.804149 -1.494640 0.004427
8035.071336 -999.000000 -1.152e-06 1.920e-09 -0.157957 -0.698474 0.003517
8544.846685 -999.000000 6.063e-07 1.202e-09 0.057229 0.149381 -0.000171
9084.305951 -999.000000 1.351e-06 7.185e-12 -0.193528 0.634231 -0.008026
9657.436036 -999.000000 2.896e-06 -3.048e-10 -0.631032 0.953514 -0.018270
10268.639241 -999.000000 2.158e-06 1.438e-09 -1.064530 1.230060 -0.025368
10923.439136 -999.000000 1.634e-07 3.396e-09 -2.044390 2.112030 -0.025228
11629.411305 -999.000000 2.325e-06 1.559e-09 -3.071720 3.416310 -0.019677
12397.710640 -999.000000 3.213e-06 -9.557e-11 -0.809864 2.369230 -0.013775
13243.894338 -999.000000 1.064e-05 4.762e-10 5.224660 -0.288229 -0.009177
14188.535625 -999.000000 2.014e-05 2.396e-10 9.374980 -0.178058 -0.004456
15265.814421 -999.000000 1.072e-05 1.166e-11 6.526980 1.908360 -0.000942
16549.829637 -999.000000 5.996e-06 1.020e-12 5.399560 3.031210 -0.000001
18189.797299 -999.000000 -0.000e+00 -0.000e+00 5.100380 2.697020 -0.000001
 278.833333,	40.000000,	1010.000000,	day,	nlevels,	pres0
