z[m]    p[mb]   tp[K]   q[g/kg] u[m/s]  v[m/s]
 278.250000,	180.000000,	1010.000000,	day,	levels,	pres0
8263.000000 365.019989 336.309540 1.649313 -2.056920 -2.451342
8364.599609 360.019989 336.673941 1.545003 -1.254288 -3.267531
8465.000000 355.140015 336.874108 1.444599 -0.665317 -3.130072
8570.799805 350.049988 337.106202 1.334076 -1.267855 -2.718923
8674.099609 345.140015 337.575609 1.273686 -1.773196 -1.901520
8784.500000 339.950012 338.142436 1.184277 -1.111453 -1.150944
8891.200195 334.989990 338.609220 1.085380 -1.540723 -0.718451
8999.000000 330.040009 339.147158 0.979751 -0.575472 -0.555727
9110.299805 325.000000 339.346180 0.841142 -0.247214 -0.760845
9222.299805 319.980011 339.862344 0.730903 -0.000000 -0.200000
9334.400391 315.019989 340.646129 0.656206 0.224951 -0.974370
9451.500000 309.910004 341.040281 0.577459 -0.000000 -0.200000
9565.599609 304.989990 341.494666 0.501592 0.111338 0.792214
9686.700195 299.839996 342.117001 0.432414 -0.721665 0.830181
9798.700195 295.140015 342.574188 0.366277 -1.070609 1.189032
9921.599609 290.049988 342.743589 0.298842 -0.573389 1.493729
10045.400391 284.989990 343.155100 0.250148 -0.966088 0.869870
10165.099609 280.160004 343.742531 0.220066 -1.985589 0.683693
10298.900391 274.839996 344.344086 0.191493 -1.607382 0.553466
10420.500000 270.079987 344.846893 0.171515 -1.642074 0.439992
10552.500000 264.980011 345.357207 0.156695 -1.835259 0.491756
10683.400391 260.000000 345.545160 0.142168 -2.120120 1.324798
10820.000000 254.880005 345.904169 0.133882 -1.773196 1.901520
10949.000000 250.110001 346.008791 0.131981 -1.654482 1.597714
11092.799805 244.880005 346.116817 0.134083 -1.939691 2.669756
11226.099609 240.100006 346.539081 0.137285 -1.479164 3.172077
11369.400391 235.039993 346.658673 0.132765 -1.134976 2.227516
11515.299805 229.970001 346.817063 0.128635 -0.118586 1.695859
11658.599609 225.070007 347.105634 0.126048 0.980350 1.509607
11809.500000 219.990005 347.374118 0.113958 2.475770 1.865627
11963.599609 214.899994 347.626795 0.103393 4.346666 1.164686
12116.200195 209.940002 347.923899 0.089698 5.432286 0.860390
12267.799805 205.100006 347.923604 0.076539 6.166036 0.648077
12432.599609 199.929993 348.935240 0.067533 4.383257 0.383485
12595.700195 194.919998 349.177730 0.054894 4.134647 1.504889
12761.700195 189.919998 349.900103 0.045932 5.936337 3.709435
12932.400391 184.880005 350.024542 0.036505 6.708538 5.055246
13099.500000 180.039993 350.517693 0.029341 7.121464 6.877118
13281.599609 174.889999 352.219580 0.026754 6.583194 9.060990
13462.700195 169.889999 352.994406 0.023337 6.825559 9.747910
13640.400391 165.100006 353.699899 0.021487 7.584894 9.039325
13835.500000 159.960007 353.990823 0.018129 7.912737 7.641243
14024.799805 155.080002 354.294777 0.015231 9.728764 8.163403
14225.200195 150.039993 354.887825 0.013367 10.414992 9.053615
14431.299805 144.979996 355.033206 0.011149 11.107644 9.320420
14637.299805 140.050003 355.264151 0.009164 11.337458 9.513257
14855.299805 134.970001 356.199905 0.007742 9.308421 9.639153
15070.700195 130.100006 357.381896 0.006605 8.397555 9.660283
15307.299805 124.919998 358.602775 0.005380 6.492155 7.737050
15535.599609 120.070000 359.239102 0.004128 6.391234 4.643504
15786.700195 114.900002 360.223546 0.003155 2.628949 -1.642750
16037.000000 109.919998 361.149573 0.002405 0.439466 -6.284654
 279.500000,	180.000000,	1010.000000,	day,	levels,	pres0
50.000000 1006.200012 296.116346 18.248157 0.445887 -0.401478
67.300003 1004.229980 297.710560 20.007246 0.782518 0.166329
102.599998 1000.210022 297.622133 19.584858 1.099330 0.038389
149.199997 994.940002 297.811545 19.358337 1.098493 0.057570
197.600006 989.489990 298.058856 19.167678 0.886327 0.156283
233.300003 985.479980 298.304629 19.082332 0.679207 0.169345
288.500000 979.309998 298.599231 18.905630 0.475528 0.154509
324.100006 975.349976 299.126575 19.040068 -0.000000 -0.300000
378.000000 969.400024 300.023553 19.330489 -0.000000 -0.300000
419.200012 964.880005 300.414544 19.046939 -0.736404 0.312585
462.299988 960.159973 300.633622 18.519352 -1.185226 0.187721
508.799988 955.109985 301.147942 18.326235 -1.995128 -0.139513
556.000000 949.989990 301.600862 17.852086 -3.187823 -0.278898
603.400024 944.890015 302.156776 17.423568 -4.299345 0.075045
645.099976 940.409973 302.435252 16.735218 -5.080593 0.444494
698.299988 934.739990 302.754634 16.042939 -6.166036 0.648076
745.900024 929.679993 303.357499 15.749890 -6.883192 0.481320
787.400024 925.299988 303.603699 15.229163 -7.198903 0.125657
836.700012 920.099976 303.785968 14.666441 -7.100000 -0.000000
885.700012 914.960022 303.842020 13.997786 -7.100000 -0.000000
936.799988 909.630005 304.031384 13.442885 -7.198903 -0.125657
983.299988 904.789978 304.176412 13.099822 -7.395492 -0.258256
1026.699951 900.299988 304.300140 12.799998 -7.498857 -0.130893
1077.900024 895.020020 304.430301 12.805929 -7.698827 -0.134384
1123.699951 890.320007 304.444315 12.856009 -7.789310 -0.408221
1175.400024 885.030029 304.549176 12.809986 -7.770319 -0.679815
1224.500000 880.030029 304.814616 12.895137 -8.279781 -0.578979
1271.599976 875.260010 304.800311 12.801908 -8.579051 -0.599906
1325.400024 869.830017 304.874712 12.763340 -8.395350 -1.329693
1372.199951 865.140015 305.262869 13.011824 -8.509884 -1.808832
1422.199951 860.140015 305.382789 13.026364 -9.194587 -1.954370
1471.500000 855.239990 305.400892 12.976546 -9.914434 -1.927171
1521.000000 850.340027 305.546792 12.685780 -10.405249 -2.022576
1576.300049 844.890015 305.584227 12.117703 -10.620633 -2.451967
1629.500000 839.659973 305.654074 11.731121 -10.710613 -3.274563
1679.800049 834.750000 305.766788 11.465710 -10.778912 -3.711477
1731.500000 829.719971 306.179497 11.409800 -11.157120 -3.841704
1777.000000 825.320007 306.444499 11.290644 -11.412678 -3.708204
1832.500000 819.960022 306.581856 11.009262 -11.222467 -3.646401
1884.000000 815.030029 306.686744 10.543946 -10.901874 -3.333037
1932.300049 810.419983 306.770279 10.152970 -10.614984 -3.245326
1989.300049 805.010010 306.985808 9.759502 -10.136830 -3.099140
2045.199951 799.729980 307.201393 9.301475 -9.949037 -2.665836
2094.399902 795.109985 307.667882 9.157001 -9.683661 -2.058326
2152.100098 789.710022 308.011049 8.846862 -9.651116 -1.701752
2200.399902 785.219971 308.459917 8.558542 -9.646862 -1.013926
2260.399902 779.679993 308.966749 8.186423 -9.387117 -0.491958
2309.000000 775.200012 308.981381 7.619651 -9.586843 -0.502425
2366.199951 769.969971 309.159618 7.325068 -9.676371 -0.676638
2421.300049 764.950012 309.554692 7.106305 -9.862328 -0.862842
2478.300049 759.799988 309.806890 7.023541 -10.260805 -0.897704
2528.699951 755.260010 310.132226 7.012097 -10.993299 -0.383895
2585.600098 750.159973 310.212378 6.693249 -11.300000 -0.000000
2646.500000 744.739990 310.279480 6.326720 -11.400000 -0.000000
2697.600098 740.210022 310.450568 6.118915 -11.492994 0.401344
2753.500000 735.280029 310.814878 6.014940 -11.683966 0.612331
2810.300049 730.299988 311.145780 5.923521 -11.998173 0.209429
2874.199951 724.729980 311.290260 5.882123 -12.300000 -0.000000
2930.300049 719.869995 311.581984 6.151404 -12.098158 -0.211174
2985.300049 715.130005 311.829765 6.294036 -12.100000 -0.000000
3041.899902 710.270020 312.129440 6.530085 -12.183280 0.638498
3105.600098 704.849976 312.371606 6.730618 -11.160878 1.767709
3167.000000 699.659973 312.456332 6.937277 -10.328323 2.384481
3222.199951 695.020020 313.173258 7.459805 -9.949037 2.665836
3282.000000 690.039978 313.384053 7.749579 -9.371787 2.865243
3346.399902 684.690002 313.703202 8.021845 -8.833110 3.214989
3402.000000 680.099976 313.793373 8.057088 -8.551204 3.112383
3463.300049 675.070007 313.855766 7.824715 -8.251936 3.333998
3528.300049 669.770020 314.081517 7.691772 -8.313264 3.701303
3585.699951 665.119995 314.482920 7.711704 -8.808247 3.558763
3649.600098 659.979980 314.888318 7.763273 -9.360634 3.223125
3707.899902 655.299988 315.089451 7.700128 -9.455186 3.255682
3777.699951 649.760010 315.221629 7.497176 -9.335804 3.583679
3837.699951 645.010010 315.294028 7.297669 -8.739141 3.180787
3902.300049 639.929993 315.337186 7.064652 -7.753252 2.669659
3967.000000 634.869995 315.711983 6.983241 -7.323135 2.379431
4026.399902 630.260010 316.085115 6.930165 -7.469597 2.571988
4095.699951 624.919983 316.397331 6.760627 -7.564148 2.604545
4157.299805 620.200012 316.739889 6.613799 -7.305589 2.094844
4223.299805 615.169983 316.811653 6.338153 -7.210339 1.664638
4288.500000 610.239990 316.988402 6.058582 -7.656692 1.488310
4358.100098 605.000000 317.285919 5.797703 -7.794960 1.799608
4425.500000 599.969971 317.442285 5.291819 -7.746069 2.368211
4489.100098 595.239990 317.558196 4.975163 -7.658701 2.637102
4558.000000 590.169983 318.242635 4.545146 -6.618630 2.278977
4627.100098 585.109985 319.178459 4.128027 -5.505777 1.475268
4697.899902 579.969971 319.891045 3.703614 -4.597293 0.977185
4768.299805 574.909973 320.002203 3.157540 -4.499315 0.078536
4832.899902 570.289978 320.987689 2.758870 -4.319160 -0.839560
4908.000000 564.969971 321.766408 2.469592 -4.346666 -1.164686
4979.700195 559.929993 321.871680 2.059326 -4.614056 -1.323059
5051.700195 554.900024 322.075842 1.868687 -4.604494 -1.675899
5119.299805 550.210022 322.312581 1.637376 -4.416555 -1.607495
5198.100098 544.789978 322.428952 1.668700 -4.597293 -0.977185
5267.700195 540.030029 322.725989 2.007980 -4.417322 -0.858641
5342.600098 534.950012 323.084895 2.344480 -4.148291 -0.657025
5417.899902 529.880005 323.222149 2.604044 -4.397320 -0.153558
5490.799805 525.010010 323.487285 2.770793 -5.096893 0.177987
5565.899902 520.030029 323.308946 2.645156 -5.370419 0.564454
5643.399902 514.929993 323.411107 2.608769 -5.558259 0.682468
5718.399902 510.029999 323.968958 2.606934 -5.700000 -0.000000
5795.799805 505.019989 324.981691 2.507575 -6.199056 0.108205
5876.299805 499.859985 325.839617 2.507439 -6.790681 -0.355885
5948.899902 495.250000 326.495947 2.381666 -6.783436 -0.474344
6031.899902 490.019989 327.353422 2.151952 -6.990407 -0.366352
6109.299805 485.190002 328.183291 1.897002 -6.890544 -0.361118
6193.799805 479.970001 328.484227 1.660887 -6.276027 -0.549081
6277.299805 474.859985 328.649502 1.556907 -5.686115 -0.397612
6356.200195 470.070007 329.280731 1.543870 -4.781735 0.418348
6439.100098 465.079987 330.299257 1.664183 -5.499162 -0.095988
6528.000000 459.790009 331.043974 1.859619 -5.496650 -0.191947
6608.399902 455.049988 331.099270 1.866059 -5.099223 0.089007
6695.200195 449.970001 331.032726 1.796410 -5.072062 0.533095
6783.399902 444.850006 331.209801 1.825466 -5.514924 0.972430
6867.500000 440.010010 331.425250 1.854370 -5.602370 1.501150
6955.899902 434.970001 331.541618 1.879504 -5.040600 1.637790
7042.399902 430.089996 331.950793 1.885992 -4.387828 1.684329
7131.600098 425.089996 332.142794 1.853195 -3.564026 1.815962
7223.799805 419.980011 333.203327 1.879599 -2.901632 1.957175
7313.500000 415.059998 333.761889 1.836207 -3.267531 1.254288
7405.700195 410.049988 334.032266 1.773179 -3.589969 1.523851
7500.899902 404.929993 334.250068 1.671391 -2.984535 2.013094
7589.399902 400.220001 334.486352 1.570940 -2.186549 1.212024
7685.799805 395.119995 334.658616 1.480523 -1.711902 0.556231
7781.600098 390.119995 335.133144 1.423278 -1.083289 -0.191013
7877.200195 385.170013 335.715066 1.396577 -0.303201 -1.057388
7982.000000 379.809998 336.165814 1.332634 -0.975080 -1.392559
8073.700195 375.170013 336.528533 1.242343 -1.965965 -1.376583
8179.299805 369.880005 336.821037 1.144831 -2.507953 -1.822134
8277.200195 365.029999 337.160577 1.023760 -2.383959 -1.267573
8380.099609 359.980011 337.421179 0.903634 -0.456773 0.203368
8482.299805 355.029999 338.127437 0.825483 1.114717 1.003696
8588.200195 349.959991 338.656523 0.751177 1.337661 1.204435
8692.400391 345.019989 339.195149 0.687130 0.507950 1.196656
8801.299805 339.920013 339.621187 0.629897 -0.299685 0.741747
8908.200195 334.980011 339.815087 0.570234 -0.771451 0.463534
9016.900391 330.000000 340.010105 0.532324 -1.165719 0.943981
9131.000000 324.839996 340.124868 0.485069 -1.392559 0.975080
9240.599609 319.929993 340.099149 0.452321 -1.924163 1.066581
9350.200195 315.079987 340.293703 0.437062 -2.192031 2.192031
9465.200195 310.059998 340.476009 0.411540 -1.939691 2.669756
9585.900391 304.850006 341.062003 0.382662 -1.041818 3.025660
9703.400391 299.839996 341.213947 0.341196 -0.520945 2.954423
9816.000000 295.100006 341.439314 0.298058 -0.591508 3.043044
9938.000000 290.029999 341.667720 0.258830 -1.563688 3.353339
10063.400391 284.890015 342.459295 0.237010 -2.052121 5.638155
10186.799805 279.899994 342.682535 0.212277 -2.397482 5.933977
10306.000000 275.149994 342.946101 0.184499 -1.730495 5.325916
10437.500000 269.970001 343.171335 0.155164 -2.060336 5.099511
10562.599609 265.119995 343.405062 0.130395 -2.408924 5.165954
10694.400391 260.079987 343.912927 0.117191 -2.620233 5.619108
10825.599609 255.139999 344.384814 0.113485 -1.889379 7.051259
10964.299805 249.990005 344.718582 0.112375 -1.063755 6.716281
11097.400391 245.119995 345.197838 0.112399 -0.865272 7.047078
11241.799805 239.929993 345.315938 0.101604 -1.079398 6.815050
11378.299805 235.089996 345.866148 0.098704 -0.474344 6.783436
11527.900391 229.880005 346.094687 0.093119 0.627521 7.172602
11670.900391 224.979996 346.226265 0.087655 0.914020 7.444096
11816.700195 220.070007 346.798505 0.084162 0.544100 7.781000
11969.400391 215.020004 347.555806 0.076153 0.486724 9.287255
12122.900391 210.029999 348.006247 0.064396 0.345505 9.893969
12282.299805 204.940002 348.441718 0.052148 -0.827980 9.463850
12437.400391 200.080002 348.907954 0.042667 -0.940756 8.950697
12601.099609 195.050003 349.765370 0.037782 1.329693 8.395350
12769.299805 189.990005 350.458054 0.032222 2.535863 8.843608
12936.000000 185.080002 351.050159 0.029220 3.975439 7.171882
13109.700195 180.059998 351.355443 0.025496 5.048424 6.461688
13285.799805 175.080002 351.550766 0.022763 5.399415 6.434773
13470.500000 169.960007 351.874076 0.021863 5.270858 6.281564
13655.700195 164.949997 352.419235 0.021102 5.013743 5.975147
13839.599609 160.080002 352.868217 0.020299 4.641301 6.881012
14036.000000 155.000000 353.392850 0.018236 6.101349 7.018799
14232.900391 150.029999 353.381105 0.015270 6.258876 8.305809
14435.200195 145.050003 353.594988 0.012448 5.446390 8.386705
14648.900391 139.919998 354.077693 0.009858 3.829165 9.020947
14860.200195 134.979996 354.916069 0.008065 3.646363 10.589808
15076.000000 130.080002 356.304810 0.006805 2.390984 11.248697
15309.900391 124.949997 358.723141 0.006058 -0.000000 7.600000
15546.900391 119.930000 360.257380 0.004880 -0.153558 4.397320
15792.099609 114.900002 360.984575 0.003495 0.229963 2.187948
16042.599609 109.930000 361.440935 0.002480 0.701692 -2.295131
 279.750000,	180.000000,	1010.000000,	day,	levels,	pres0
50.000000 1003.299988 302.854646 17.770369 -0.339367 -0.612234
50.000000 1003.299988 302.854646 17.723219 -0.339367 -0.612234
81.900002 999.719971 301.414130 15.985513 -0.000000 -0.400000
122.199997 995.200012 301.454338 15.724215 -0.956305 -0.292372
170.300003 989.820007 301.500579 15.410356 -1.588074 -0.194991
210.399994 985.359985 301.689209 15.262673 -2.231680 -0.556420
257.100006 980.190002 302.143224 15.346266 -2.897778 -0.776457
302.299988 975.210022 302.643907 15.540368 -3.555678 -0.563164
347.200012 970.289978 303.273440 15.875126 -3.862046 -0.542775
392.700012 965.330017 303.465527 15.864419 -3.716961 -0.790064
444.500000 959.710022 303.598080 15.764590 -3.870930 -0.475291
483.399994 955.510010 303.766206 15.820875 -4.599299 0.080281
535.400024 949.919983 303.849914 15.717362 -5.768227 0.606265
582.700012 944.849976 303.888229 15.687382 -5.768227 0.606265
624.900024 940.340027 303.907226 15.733465 -4.888064 0.341807
677.500000 934.750000 303.956689 15.851882 -3.564965 0.501023
719.099976 930.340027 304.010559 15.917747 -3.120211 1.074375
771.700012 924.789978 304.029913 15.802817 -3.505297 1.709647
814.400024 920.309998 304.093836 15.802810 -3.987754 1.859520
864.000000 915.109985 304.114978 15.700596 -4.698463 1.710101
912.200012 910.099976 304.582326 15.936435 -5.259676 1.608044
962.599976 904.880005 304.754282 15.754474 -5.530685 1.378955
1007.599976 900.229980 304.791241 15.392288 -5.553909 1.282221
1057.500000 895.099976 304.856045 14.999015 -5.657513 0.694655
1109.699951 889.760010 305.171145 14.637531 -6.100000 -0.000000
1156.099976 885.039978 305.573367 14.491729 -6.391229 -0.334950
1210.699951 879.500000 305.780016 14.083040 -6.475266 -0.566512
1259.900024 874.539978 305.848747 13.560022 -6.550805 -0.804338
1303.699951 870.140015 306.050714 13.191896 -7.012587 -1.110685
1359.099976 864.599976 306.193033 12.760245 -8.087272 -1.867094
1405.800049 859.950012 306.571437 12.662976 -8.926721 -2.225682
1458.099976 854.770020 306.714397 12.388665 -9.256516 -2.137035
1508.599976 849.780029 306.746254 12.044920 -9.423621 -1.831766
1557.599976 844.979980 306.939054 11.893504 -9.585847 -2.037535
1609.599976 839.890015 306.954580 11.593242 -9.488031 -2.016743
1658.400024 835.140015 307.031493 11.424402 -9.292402 -1.975161
1708.300049 830.299988 307.067480 11.256165 -9.159079 -2.114540
1762.000000 825.119995 307.099624 11.025907 -9.292402 -1.975161
1813.699951 820.150024 307.355287 10.982227 -9.423621 -1.831766
1869.199951 814.840027 307.470585 10.807121 -9.521784 -1.850847
1919.599976 810.039978 307.565482 10.586710 -9.743701 -2.249511
1970.199951 805.260010 307.809658 10.417817 -9.977105 -2.120699
2027.300049 799.880005 307.963037 10.175659 -10.466179 -2.224655
2078.500000 795.070007 308.184823 9.980885 -10.601574 -2.060737
2131.000000 790.179993 308.557666 9.822761 -10.421735 -1.279628
2185.600098 785.109985 308.740170 9.555377 -10.442480 -1.097549
2239.600098 780.119995 308.755890 9.407498 -10.520989 -1.291815
2296.800049 774.869995 308.986723 9.420235 -10.421735 -1.279628
2351.199951 769.900024 309.296961 9.240833 -10.075397 -0.704541
2402.899902 765.190002 309.429780 8.957367 -9.998477 0.174524
2458.100098 760.190002 309.209865 8.719294 -10.793421 0.376914
2518.100098 754.799988 309.470981 8.694936 -11.384377 -0.596630
2571.899902 749.979980 310.309658 9.224361 -11.215772 -1.377124
2629.800049 744.830017 310.508087 9.429005 -10.931366 -1.927495
2686.699951 739.799988 310.739538 9.597780 -10.469497 -1.658206
2740.500000 735.059998 310.732273 9.158608 -10.370728 -1.642562
2799.000000 729.950012 310.816404 8.681895 -10.568265 -1.673849
2851.199951 725.409973 311.141052 8.549677 -10.298787 -1.447400
2910.899902 720.239990 311.887693 8.700343 -9.826206 -1.206507
2969.899902 715.179993 312.759015 8.847572 -9.185502 -1.454841
3028.500000 710.179993 313.000916 8.648277 -8.509884 -1.808832
3089.800049 704.979980 313.360774 8.340210 -8.362976 -2.398045
3147.699951 700.090027 313.519823 7.918872 -7.841699 -2.397448
3208.300049 695.020020 313.827921 7.564601 -6.441705 -2.472739
3270.100098 689.869995 314.162258 7.529565 -5.200352 -1.790625
3330.100098 684.909973 314.331810 7.487322 -5.336627 -1.330570
3389.800049 679.989990 314.645296 7.581044 -5.868886 -1.247470
3452.300049 674.880005 315.279729 7.686368 -6.007327 -1.059254
3511.000000 670.109985 315.359018 7.439190 -5.977168 -0.522934
3571.899902 665.179993 315.384932 7.196050 -5.796467 -0.202417
3635.199951 660.099976 315.446251 6.983560 -5.796467 -0.202417
3696.800049 655.179993 316.482694 7.227419 -5.696527 -0.198927
3759.000000 650.250000 316.691763 7.121413 -5.999086 0.104714
3827.500000 644.859985 316.709341 6.917566 -6.096284 0.212887
3891.399902 639.859985 316.699055 6.706121 -5.644528 0.793287
3956.399902 634.789978 316.964570 6.641648 -5.651347 1.304716
4016.600098 630.140015 317.163563 6.696865 -5.868886 1.247470
4080.399902 625.229980 317.427535 6.732312 -6.333405 1.462182
4147.299805 620.109985 317.578418 6.623187 -6.430842 1.484677
4213.299805 615.109985 317.981001 6.532419 -6.568296 1.759969
4280.700195 610.030029 318.056162 6.264896 -6.859756 2.496747
4345.299805 605.190002 318.469537 6.142927 -7.095211 2.723596
4416.700195 599.880005 318.925650 5.982911 -6.403952 1.596684
4479.399902 595.250000 319.482028 5.891008 -5.926130 0.938607
4547.799805 590.239990 320.126981 5.767058 -6.792070 1.693453
4619.799805 585.000000 320.396209 5.475929 -6.713182 2.311534
4686.399902 580.190002 320.697597 5.256248 -6.212132 2.509864
4761.100098 574.840027 321.044236 5.085081 -5.915749 3.145459
4829.899902 569.929993 321.245272 4.899955 -5.802370 3.350000
4901.700195 564.859985 321.384013 4.668574 -5.880643 2.996337
4971.500000 559.950012 321.632330 4.457856 -6.161631 2.365228
5046.700195 554.710022 322.024530 4.249425 -6.334974 2.181306
5113.500000 550.090027 322.961422 4.316413 -6.278518 1.682324
5185.100098 545.179993 323.825907 4.476184 -6.105808 1.076619
5264.500000 539.789978 324.460698 4.363924 -6.076787 0.531650
5336.399902 534.950012 325.225402 4.196656 -6.176407 0.540366
5415.600098 529.659973 325.563020 3.788510 -7.781000 0.544100
5484.299805 525.109985 325.801901 3.395563 -7.823118 1.099467
5560.799805 520.080017 326.892420 3.282841 -7.189097 1.267632
5635.899902 515.190002 327.341224 3.118051 -6.773228 1.316582
5718.799805 509.839996 328.173988 3.013183 -5.908846 1.041889
5793.200195 505.079987 328.629660 2.671661 -5.586359 0.390636
5873.399902 499.989990 328.851057 2.229294 -4.897015 -0.171008
5953.100098 494.970001 329.140778 2.010234 -4.693559 0.245979
6034.799805 489.859985 329.689417 1.947762 -5.287090 0.369709
6111.600098 485.109985 330.449144 2.050162 -4.996954 0.174497
6196.700195 479.890015 330.744892 2.120811 -3.730183 -0.725074
6279.100098 474.869995 330.800316 2.106685 -3.894172 -1.573348
6357.500000 470.140015 330.817693 2.034284 -3.801454 -1.535887
6440.700195 465.160004 331.241330 2.073765 -2.593666 -0.181367
6531.100098 459.790009 331.843144 2.203037 -3.545308 0.625133
6609.299805 455.190002 331.896671 2.262304 -4.539851 1.216449
6700.799805 449.859985 332.312387 2.303156 -3.935789 2.181643
6786.700195 444.890015 332.310542 2.246300 -3.474926 1.770563
6871.899902 440.010010 332.360979 2.158974 -2.894099 1.110941
6962.899902 434.839996 332.686475 2.084825 -2.533362 0.584873
7046.600098 430.130005 333.112882 2.036390 -2.878384 0.353421
7135.000000 425.190002 333.652795 2.036604 -2.454068 0.477022
7230.600098 419.910004 334.103451 1.968272 -1.871114 0.953380
7323.600098 414.820007 334.241451 1.862095 -2.375541 1.663372
7411.500000 410.059998 334.623445 1.787931 -2.606503 1.271276
7504.100098 405.089996 334.794959 1.712806 -2.238401 1.509821
7600.100098 399.980011 335.076484 1.645817 -1.548656 2.211710
7694.200195 395.019989 335.295756 1.563117 -1.016842 2.283864
7788.700195 390.089996 335.611674 1.497015 -0.040141 2.299650
7886.600098 385.029999 335.776234 1.421119 -0.136074 2.596437
7983.399902 380.079987 336.057978 1.349555 0.054102 3.099528
8087.100098 374.839996 336.825011 1.333105 -0.278898 3.187823
8180.799805 370.149994 337.136074 1.274332 -0.261467 2.988584
8285.000000 364.980011 337.267151 1.145564 0.108188 3.098111
8390.200195 359.829987 337.354241 1.006504 0.244036 2.789345
8487.900391 355.089996 337.546443 0.892494 0.320098 2.277617
8590.599609 350.149994 337.753590 0.792405 0.457942 2.355905
8698.200195 345.049988 338.942729 0.730947 -0.854103 3.187555
8807.900391 339.910004 339.229263 0.632125 -2.401080 3.073242
8910.599609 335.149994 339.519781 0.540091 -3.380897 3.264894
9020.599609 330.109985 340.005174 0.456947 -2.450000 4.243525
9136.700195 324.869995 340.805417 0.381416 -1.692954 4.916697
9244.500000 320.049988 340.990616 0.319882 -1.344910 4.399002
9359.599609 314.970001 341.148538 0.266121 -1.064456 4.269301
9473.200195 310.019989 341.355096 0.220749 -0.688312 4.345829
9589.000000 305.029999 341.748645 0.184786 -1.306378 5.239597
9707.799805 299.980011 342.593358 0.184435 -1.349706 5.846220
9829.799805 294.859985 342.851470 0.159838 -1.345859 5.022814
9946.000000 290.059998 343.466688 0.147988 -1.846909 5.074340
10069.799805 285.000000 344.010641 0.135050 -1.516006 5.286939
10193.299805 280.029999 344.378076 0.126895 -1.626261 5.671444
10321.900391 274.929993 344.875974 0.119183 -1.359675 4.184649
10451.099609 269.880005 345.472490 0.111374 -2.347358 4.414738
10576.599609 265.049988 346.149665 0.104287 -2.650000 4.589935
10709.500000 260.000000 346.338808 0.110198 -3.174041 4.368692
10840.000000 255.119995 346.579527 0.111998 -2.496948 4.900536
10978.700195 250.000000 346.602229 0.108361 -1.846909 5.074340
11119.700195 244.880005 346.939129 0.098358 -0.804338 6.550805
11252.799805 240.110001 347.256654 0.104275 -0.450089 8.588214
11402.099609 234.860001 348.202274 0.092041 -1.845927 11.654722
11544.000000 229.960007 349.089474 0.096220 -1.683995 11.982244
11690.799805 224.979996 349.320444 0.095615 -1.683995 11.982244
11839.099609 220.020004 349.410855 0.093251 -1.191625 11.337549
11994.599609 214.910004 350.213926 0.082512 -1.547741 12.605336
12150.299805 209.889999 350.541299 0.076861 -2.361616 13.393386
12303.599609 205.029999 350.442855 0.070781 -2.690407 13.840943
12462.400391 200.080002 350.476118 0.063673 -2.652245 13.644617
12626.299805 195.059998 350.573974 0.053671 -1.920589 13.665700
12795.599609 189.970001 350.452529 0.047283 -2.413710 13.688828
12960.799805 185.100006 350.666798 0.041244 -2.614084 13.448292
13136.500000 180.029999 350.768133 0.034678 -2.344251 13.294905
13309.700195 175.119995 351.083529 0.029665 -2.537760 13.055642
13492.900391 170.039993 351.461688 0.026212 -1.927495 10.931366
13676.000000 165.070007 351.860648 0.020389 -1.128908 10.740837
13867.799805 159.990005 352.688549 0.016445 1.683994 11.982244
14062.900391 154.940002 352.648075 0.012887 2.564442 11.107819
14257.799805 150.020004 353.112657 0.010225 3.420749 11.188766
14460.099609 145.029999 354.373043 0.009260 4.001636 10.994404
14669.700195 140.009995 355.117752 0.007519 3.216089 10.519352
14881.099609 135.080002 355.815683 0.006085 2.370834 9.508899
15109.000000 129.919998 355.946331 0.004544 2.491795 9.994046
15330.000000 125.050003 357.535926 0.003824 0.143110 8.198750
15568.599609 119.959999 357.829827 0.002919 -2.410333 7.418241
15808.599609 115.019997 361.452113 0.002958 1.865626 2.475770
16064.700195 109.940002 362.202224 0.002306 3.679731 -0.386755
 280.000000,	180.000000,	1010.000000,	day,	levels,	pres0
50.000000 1002.299988 297.744404 18.408234 0.284701 1.062518
50.000000 1002.299988 297.744404 18.134816 0.284701 1.062518
73.199997 999.659973 297.368908 17.171745 -0.434121 2.462019
115.300003 994.890015 298.086218 17.326740 -0.769273 3.619146
155.000000 990.409973 298.511149 17.271606 -1.190568 4.443259
205.500000 984.750000 299.251699 17.274962 -1.627841 4.727593
244.000000 980.469971 300.147477 17.448870 -1.914583 4.510474
291.799988 975.169983 300.582672 17.004236 -2.036200 3.673403
335.799988 970.320007 300.971035 16.463114 -2.493024 2.867896
388.600006 964.520020 301.345830 15.846355 -3.471473 1.545599
433.600006 959.619995 301.744413 15.508646 -4.294107 0.225045
471.399994 955.510010 302.266824 15.494663 -4.764222 -0.584973
522.099976 950.030029 303.200552 15.711989 -5.261599 -1.214736
569.799988 944.909973 303.587977 15.431051 -5.748784 -1.327211
616.700012 939.890015 303.775776 15.155148 -6.015833 -1.499916
660.700012 935.219971 304.229009 15.274305 -6.181925 -1.656442
708.599976 930.150024 304.477512 15.216595 -6.248201 -1.791643
